Project ID,Project Name,Implementing Agency,Program,Project Description,Total Cost,SB 1 Funds,Fiscal Year,Is SB 1?,Project Status,Assembly Districts,Senate Districts,Counties,Cities,Caltrans Districts,Is on SHS?,Date Updated
'LSR-5861,Countywide Striping Project,Amador County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Paving and/or Striping Installation (New Safety)",300000,247269,19/20,Y,InProgress,5,8,Amador,,10,N,6/30/2021
'LSR-5862,Countywide Culvert Repair Project,Amador County,Local Streets and Roads,"Storm Drain/Culvert Installation (New), Storm Drain and/or Culvert Rehab/Repair (Existing)",225000,18952,19/20,Y,InProgress,5,8,Amador,,10,N,6/30/2021
'LSR-5864,Countywide Roadway Maintenance Project,Amador County,Local Streets and Roads,"Minor Repairs: Crack Filling and Sealing, HMA Potholes, HMA Patching, Miscellaneous HMA, Rock, Minor Facilities",175000,153802,19/20,Y,InProgress,5,8,Amador,,10,N,6/30/2021
'LSR-4015,2018/2019 Countywide Dig-Outs Repair Project,Amador County,Local Streets and Roads,"Environmental Study/Documents, Document Preparation, Project Scope Development, Preliminary Design, Pavement Rehab/Repair (Existing), Cost Estimating, Feasibility Study, Repair specific identified structural failures by removing failed surface and/or subgrade and replacing with sound material.",3232734,834807,19/20,Y,InProgress,5,8,Amador,,10,N,6/30/2021
'LSR-4023,Countywide Roadway Maintenance Project,Amador County,Local Streets and Roads,"Minor Repairs: Crack Filling and Sealing, HMA potholes, HMA patching, miscellaneous HMA, Rock, and Minor Facilities.",175000,153061,19/20,Y,InProgress,5,8,Amador,,10,N,6/30/2021
'LSR-4201,Jackson Valley Road Culvert Replacement Project (PM 2.0),Amador County,Local Streets and Roads,Storm Drain and/or Culvert Rehab/Repair (Existing),79781,79781,19/20,Y,Completed,5,8,Amador,,10,N,6/30/2021
'LSR-5463,Countywide Culvert Repair Project,Amador County,Local Streets and Roads,"Cost Estimating, Preliminary Design, Repair Culvert Crossings",124500,16979,19/20,Y,Planned,5,8,Amador,,10,N,6/30/2021
'LSR-1678,2017/2018 County Road Dig-outs Project,Amador County,Local Streets and Roads,"Pavement Improvement (New), Repair specific identified structural failures by removing failed surface and subgrade and replacing with sound material. Clinton Road, Camanche Road, Meadow Drive, Sutter Creek Road, and Fiddletown Road.",204867,204867,18/19,Y,Completed,5,8,Amador,,10,N,6/30/2021
'LSR-1683,"2017/2018, 2018/2019 County Road Striping Program",Amador County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Restripe Roadway",657101,520467,19/20,Y,InProgress,5,8,Amador,,10,N,6/30/2021
'STA-20210301-0007,Amador County Transportation Commission Fiscal Year 20/21 State Transit Assistance,Amador County Transportation Commission,State Transit Assistance,Amador County Transportation Commission Fiscal Year 20/21 State Transit Assistance,203303,91486,20/21,Y,In Progress,5,8,Amador,"Amador City, Ione, Jackson, Plymouth, Sutter Creek",10,N,12/2/2021
'STA-20180301-0007,Amador County Transportation Commission Fiscal Year 17/18 State Transit Assistance,Amador County Transportation Commission,State Transit Assistance,Amador County Transportation Commission Fiscal Year 17/18 State Transit Assistance,255755,84399,17/18,Y,Completed,5,8,Amador,"Amador City, Ione, Jackson, Plymouth, Sutter Creek",10,N,6/13/2020
'STA-20190301-0007,Amador County Transportation Commission Fiscal Year 18/19 State Transit Assistance,Amador County Transportation Commission,State Transit Assistance,Amador County Transportation Commission Fiscal Year 18/19 State Transit Assistance,378608,170373,18/19,Y,Completed,5,8,Amador,"Amador City, Ione, Jackson, Plymouth, Sutter Creek",10,N,6/13/2020
'STA-20200301-0007,Amador County Transportation Commission Fiscal Year 19/20 State Transit Assistance,Amador County Transportation Commission,State Transit Assistance,Amador County Transportation Commission Fiscal Year 19/20 State Transit Assistance,347315,156291,19/20,Y,Completed,5,8,Amador,"Amador City, Ione, Jackson, Plymouth, Sutter Creek",10,N,12/2/2021
'2018-6045-001,Bus Shelter Rehab,Amador Regional Transit System,State of Good Repair,Replace 6 damaged plastic bus shelter roofs with metal solar lighted roofs,33107.82,33107,17/18,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2018-6045-002,I-Stop Solar Battery Replacement,Amador Regional Transit System,State of Good Repair,Replace 6 damaged I-Stop Solar Batteries,396.3,396,17/18,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2018-6045-005,Transit Center Parking Lot light  Rehab,Amador Regional Transit System,State of Good Repair,Replace 12 old Sodium Halide lights with Energy efficient LED,10790,10790,17/18,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2018-6045-007,Admin Building Interior Lighting Upgrade,Amador Regional Transit System,State of Good Repair,Replace 16 inefficient and defective can lights in Admin Building to reduce monthly utility expense,5658.8,5658,17/18,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2018-6045-008,Admin Building Parking Lot Light Rehab,Amador Regional Transit System,State of Good Repair,Replace 4 old Sodium Halide lights with energy efficient LED,1475,1475,17/18,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2018-6045-009,Maintenance Shop Exterior Lighting replacement,Amador Regional Transit System,State of Good Repair,Replace  17 old Metal Halide lights with energy efficient LED lights,6283,6283,17/18,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2019-6045-010,Fleet Communication Service,Amador Regional Transit System,State of Good Repair,Replace 29 radio communication annual fees,13090,13090,18/19,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2019-6045-011,Fleet Safety Maintenance,Amador Regional Transit System,State of Good Repair,Replace 19 fleet GPS tracking systems,5541.36,5541,18/19,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2019-6045-012,Data integrity and security,Amador Regional Transit System,State of Good Repair,"Replace 4 aging data back up system, update sonic wall and network switches",6729.84,6729,18/19,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2019-6045-013,Fleet Maintenance,Amador Regional Transit System,State of Good Repair,Replace 1 diagnostic software upgrades for fleet maintenance,1245,1245,18/19,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2019-6045-014,Building Maintenance,Amador Regional Transit System,State of Good Repair,Replace 12 building windows.  Repair and maintenance included.,1544.75,1544,18/19,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'2019-6045-019,Ford Transit 350 9 Passenger-1/w/c Van,Amador Regional Transit System,State of Good Repair,Purchase of 9 passenger - 1 w/chair rear lift van to replace ageing 2013 small cutaway bus that has reached the ULB. Repairs on the 2013 bus have far exceeded the value of the asset. The proposed replacement van will save on service repairs and fuel costs.,68617.34,68617,18/19,Y,Completed,5,8,Amador,Jackson,10,N,9/9/2021
'TEMP-SGR-6045-J,Data integrity and security,Amador Regional Transit System,State of Good Repair,"Network update and Integrity, Data Security and 24/7 support fees for 2 years",42740,42740,20/21,Y,Planned,5,8,Amador,Jackson,10,N,9/9/2021
'TEMP-SGR-6045-K,Fleet Communication Service,Amador Regional Transit System,State of Good Repair,Fleet Radio Fees x 2 years,8000,8000,20/21,Y,Planned,5,8,Amador,Jackson,10,N,9/9/2021
'TEMP-SGR-6045-L,Fleet Communication Service,Amador Regional Transit System,State of Good Repair,GTFS Google Transit Maps Fees x 2 years,2000,2000,20/21,Y,Planned,5,8,Amador,Jackson,10,N,9/9/2021
'TEMP-SGR-6045-M,Fleet Safety Maintenance,Amador Regional Transit System,State of Good Repair,Fleet GPS Fees x 2 years,2483,2483,20/21,Y,Planned,5,8,Amador,Jackson,10,N,9/9/2021
'2020-6045-020,Replacement of analog security camera system,Amador Regional Transit System,State of Good Repair,"The Sutter Creek Transit Center needs to replace the current outdated analog camera and DVR system with an HD camera/DVR system. Due to the transit center being closed on weekends, there have been issues with loitering and vandalizing.  The current system is unable to provide clear video to aide employees or law enforcement when security issues arise.",8591.98,8591,19/20,Y,Completed,5,8,Amador,Sutter Creek,10,N,9/9/2021
'0019000017,Anaheim Transportation Network - Electrify Anaheim: Changing the Transit Paradigm in Southern California  (2018:2),Anaheim Transportation Network,Transit and Intercity Rail Capital Program,"Deploys 40 zero-emission electric buses to double service levels on up to 8 routes, add 2 new route, and implement a new circulator/on-demand first-mile/last-mile service. Also includes construction of a new maintenance facility with solar canopy structures.",45201000,15930000,18/19,Y,In Progress,"65, 68, 69","29, 34, 37",Orange," Anaheim,  Buena Park,  Costa Mesa,  Garden Grove,  Santa Ana",12,N,11/16/2021
'2018-6166-001,Server Room Upgrade,Antelope Valley Transit Authority,State of Good Repair,"AVTA's network server room was not originally purpose-built, and as such, neither the room nor the HVAC equipment that was added later is adequate to handle the cleanliness and heat management requirements of modern server technology. The scope of the project is to replace all cabling, ancillary wiring, the UPS (uninterruptable power supply), servers, server racking and switches, and add anti-static flooring. We must bring our antiquated system up to code to accommodate new servers and software.",366440,366440,17/18,Y,In Progress,36,21,Los Angeles,Lancaster,7,N,9/9/2021
'TEMP-SGR-6166-A,Purchase Replacement Commuter Buses,Antelope Valley Transit Authority,State of Good Repair,"Funds toward the purchase 2 replacement commuter buses. Size - 45 foot commuter, Passenger count - 53 sitting + 10 standing, Accessibility - ADA, Fuel type = battery electric",1507173,209954,20/21,Y,Planned,36,21,Los Angeles,Lancaster,7,N,9/9/2021
'0019000063,From the Desert to the Sea:Zero Emission Bus Initiative(AVTA Component) (2018:3),Antelope Valley Transit Authority,Transit and Intercity Rail Capital Program,"Deploys 7 zero-emission battery electric buses and upgrades charging infrastructure serving AVTA local and commuter bus routes, bringing the entire AVTA system to fully electric status (the first in the state) by 2019.  Deploys 5 zero-emission battery electric buses and related infrastructure for Long Beach Transit services. Increased frequency on up to 5 local and community transit routes operated by LBT.",18581000,7324000,18/19,Y,In Progress,36,21,Los Angeles," Lancaster,  Palmdale",7,N,11/16/2021
'0020000276,"Reaching the Most Transit-Vulnerable: AVTA's Zero-Emission ""Micro transit"" and Bus Expansion Proposal (2020:01)",Antelope Valley Transit Authority,Transit and Intercity Rail Capital Program,Purchase of 11 zero emission battery electric buses and supportive charging infrastructure to allow for expansion of the zero-emission bus fleet and implement a new zero-emission microtransit service that is fully integrated into local and regional intermodal transit networks.,8481000,3501000,20/21,Y,In Progress,36,21,Los Angeles," Lancaster,  Palmdale",7,N,11/16/2021
'0316000101,South Oroville Safe Routes to School Active Transportation Program Cycle 2 ? Lincoln Boulevard and Las Plumas Avenue,Butte County,Active Transportation Program,"Install bike lanes, sidewalks, pedestrian crossing safety enhancements, and driver feedback signs.",1716000,0,15/16,N,In Progress,1,4,Butte,"Biggs, Chico, Gridley, Oroville, Paradise",3,N,9/13/2021
'0319000223,Butte County Safe Routes Resource Center and 5 Community Projects,Butte County,Active Transportation Program,Establish a county-wide Safe-Routes Program in Butte County and fund 5 initial projects in local disadvantaged communities. Program to be housed within Butte County Public Health.,1140000,985000,18/19,Y,Planned,"01, 03",4,Butte,"Biggs, Chico, Gridley, Oroville, Paradise",3,N,9/13/2021
'LSR-129,Hegan Lane,Butte County,Local Streets and Roads,"Storm Drain and/or Culvert Rehab/Repair (Existing), Right of Way, Document Preparation, Pavement Rehab/Repair (Existing), Railroad Grade Separation Rehab/Repair, Right of Way Acquisition, Environmental Study/Documents, Preliminary Design, Project Scope Development, Cost Estimating, Paving and/or Striping Rehab/Repair (Existing Safety), The work consists of, but is not limited to, pre-pulverizing the full depth reclamation section followed by spreading 3.0% Type II Cement over the surface and processing to a depth of 16 inches, shaping and re-compacting the cement treated material to 98% relative density; paving an overlay with 4-inches of HMA, replacing thermoplastic traffic stripes and markings, and retro-reflective pavement markers., All work shall include furnishing all labor, tools, materials, equipment, and incidentals necessary to complete the project as shown on the plans, as described in the Special Provisions, or as directed by the Engineer.",1687049,1687049,19/20,Y,Completed,3,4,Butte,,3,N,6/30/2021
'LSR-142,New Skyway,Butte County,Local Streets and Roads,"Preliminary Design, Document Preparation, Project incorporates drainage and roadway rehabilitation for an Emergency Response Project.",200000,230,19/20,Y,Planned,3,4,Butte,,3,N,6/30/2021
'LSR-143,Oakvale Ave.,Butte County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Grind existing structural section, grade aggregate base back to finish grade.  Overlay with 3inches of asphalt concrete (AC).  Place striping, pavement markers, pavement markings, and prepare finish grade for the traveling public.  Grade roadside ditches to drain.",835761,835761,19/20,Y,Completed,3,4,Butte,,3,N,6/30/2021
'LSR-144,East Gridley Hwy. @ Larkin Road,Butte County,Local Streets and Roads,"Document Preparation, Preliminary Design, Grind existing structural section, grade aggregate base back to finish grade.  Overlay with 3inches of asphalt concrete (AC).  Place striping, pavement markers, pavement markings, and prepare finish grade for the traveling public.  Grade roadside ditches to drain.  Placed a four-way traffic control signal.",2382224,421458,19/20,Y,Completed,3,4,Butte,,3,N,6/30/2021
'LSR-145,Foothill Blvd.,Butte County,Local Streets and Roads,"Preliminary Design, Document Preparation, Grind and replace (Rehabilitate) existing road surface.  Place striping, pavement markers, pavement markings, and prepare finish grade for the traveling public.  Grade roadside ditches to drain.",100000,67771,19/20,Y,Planned,3,4,Butte,,3,N,6/30/2021
